No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location
Small area,2024-05-04 11:58:34,121.47,23.9328,3.5,18.6,23.93N 121.47E, i.e. 16.6 km WSW of Hualien County(23.93N 121.47E, i.e. 16.6 km WSW of Hualien County)
Small area,2024-05-04 11:22:59,121.772,23.992,4.4,16.2,23.99N 121.77E, i.e. 15.5 km E of Hualien County(23.99N 121.77E, i.e. 15.5 km E of Hualien County)
371   ,2024-05-04 10:31:58,121.659,24.239,4.1,15.6,24.24N 121.66E, i.e. 27.7 km N of Hualien County(24.24N 121.66E, i.e. 27.7 km N of Hualien County)
370   ,2024-05-04 07:40:40,121.592,23.7613,4.2,8.4,23.76N 121.59E, i.e. 25.6 km S of Hualien County(23.76N 121.59E, i.e. 25.6 km S of Hualien County)
Small area,2024-05-04 05:35:27,121.504,23.6743,3.7,4.1,23.67N 121.50E, i.e. 37.0 km SSW of Hualien County(23.67N 121.50E, i.e. 37.0 km SSW of Hualien County)
369   ,2024-05-04 03:21:15,121.61,23.7293,4.5,8.7,23.73N 121.61E, i.e. 29.0 km S of Hualien County(23.73N 121.61E, i.e. 29.0 km S of Hualien County)
Small area,2024-05-04 02:10:11,121.654,24.1978,3.7,32.8,24.20N 121.65E, i.e. 23.2 km N of Hualien County(24.20N 121.65E, i.e. 23.2 km N of Hualien County)
368   ,2024-05-03 17:35:12,121.594,23.9002,4.1,10.4,23.90N 121.59E, i.e. 10.4 km SSW of Hualien County(23.90N 121.59E, i.e. 10.4 km SSW of Hualien County)
367   ,2024-05-03 15:26:08,121.567,23.8058,4.1,9.6,23.81N 121.57E, i.e. 21.2 km SSW of Hualien County(23.81N 121.57E, i.e. 21.2 km SSW of Hualien County)
Small area,2024-05-02 15:51:01,121.601,23.8985,4.1,29.5,23.90N 121.60E, i.e. 10.4 km SSW of Hualien County(23.90N 121.60E, i.e. 10.4 km SSW of Hualien County)
366   ,2024-05-02 10:07:27,121.47,22.4817,5.1,18.9,22.48N 121.47E, i.e. 44.6 km SE of Taitung County(22.48N 121.47E, i.e. 44.6 km SE of Taitung County)
Small area,2024-05-02 09:41:14,121.736,24.2067,3.7,16.6,24.21N 121.74E, i.e. 26.6 km NNE of Hualien County(24.21N 121.74E, i.e. 26.6 km NNE of Hualien County)
Small area,2024-05-01 23:05:52,121.562,23.8405,3.7,6.3,23.84N 121.56E, i.e. 17.7 km SSW of Hualien County(23.84N 121.56E, i.e. 17.7 km SSW of Hualien County)
Small area,2024-05-01 20:13:40,121.559,23.8903,3.6,6.2,23.89N 121.56E, i.e. 12.7 km SSW of Hualien County(23.89N 121.56E, i.e. 12.7 km SSW of Hualien County)
Small area,2024-05-01 17:07:43,121.573,23.9283,3.2,10.4,23.93N 121.57E, i.e. 8.4 km SW of Hualien County(23.93N 121.57E, i.e. 8.4 km SW of Hualien County)
Small area,2024-05-01 09:37:53,121.925,24.4483,3.2,14.7,24.45N 121.92E, i.e. 35.3 km SSE of Yilan County(24.45N 121.92E, i.e. 35.3 km SSE of Yilan County)
Small area,2024-05-01 07:21:12,121.635,23.771,3.7,8.6,23.77N 121.64E, i.e. 24.4 km S of Hualien County(23.77N 121.64E, i.e. 24.4 km S of Hualien County)
365   ,2024-05-01 07:12:43,121.71,24.2098,4.2,18.1,24.21N 121.71E, i.e. 25.9 km NNE of Hualien County(24.21N 121.71E, i.e. 25.9 km NNE of Hualien County)
Small area,2024-05-01 01:56:13,121.571,23.7675,3.3,8.4,23.77N 121.57E, i.e. 25.2 km SSW of Hualien County(23.77N 121.57E, i.e. 25.2 km SSW of Hualien County)
